Age,Cabin,Embarked,Fare,Name,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,FamilySize,Title
30,,1,31,"Serepeca, Miss. Augusta",0,843,1,1,0,1,113798,1,2
34.5,,1,6.4375,"Lemberopolous, Mr. Peter L",0,844,3,0,0,0,2683,1,1
17,,0,8.6625,"Culumovic, Mr. Jeso",0,845,3,0,0,0,315090,1,1
42,,0,7.55,"Abbing, Mr. Anthony",0,846,3,0,0,0,C.A. 5547,1,1
32.25215146,,0,69.55,"Sage, Mr. Douglas Bullen",2,847,3,0,8,0,CA. 2343,11,1
35,,1,7.8958,"Markoff, Mr. Marin",0,848,3,0,0,0,349213,1,1
28,,0,33,"Harper, Rev. John",1,849,2,0,0,0,248727,2,6
36.99411765,C92,1,89.1042,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",0,850,1,1,1,1,17453,2,3
4,,0,31.275,"Andersson, Master. Sigvard Harald Elias",2,851,3,0,4,0,347082,7,4
74,,0,7.775,"Svensson, Mr. Johan",0,852,3,0,0,0,347060,1,1
9,,1,15.2458,"Boulos, Miss. Nourelain",1,853,3,1,1,0,2678,3,2
16,D28,0,39.4,"Lines, Miss. Mary Conover",1,854,1,1,0,1,PC 17592,2,2
44,,0,26,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,855,2,1,1,0,244252,2,3
18,,0,9.35,"Aks, Mrs. Sam (Leah Rosen)",1,856,3,1,0,1,392091,2,3
45,,0,164.8667,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,857,1,1,1,1,36928,3,3
51,E17,0,26.55,"Daly, Mr. Peter Denis ",0,858,1,0,0,1,113055,1,1
24,,1,19.2583,"Baclini, Mrs. Solomon (Latifa Qurban)",3,859,3,1,0,1,2666,4,3
32.25215146,,1,7.2292,"Razi, Mr. Raihed",0,860,3,0,0,0,2629,1,1
41,,0,14.1083,"Hansen, Mr. Claus Peter",0,861,3,0,2,0,350026,3,1
21,,0,11.5,"Giles, Mr. Frederick Edward",0,862,2,0,1,0,28134,2,1
48,D17,0,25.9292,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,863,1,1,0,1,17466,1,3
21.7742381,,0,69.55,"Sage, Miss. Dorothy Edith ""Dolly""",2,864,3,1,8,0,CA. 2343,11,2
24,,0,13,"Gill, Mr. John William",0,865,2,0,0,0,233866,1,1
42,,0,13,"Bystrom, Mrs. (Karolina)",0,866,2,1,0,1,236852,1,3
27,,1,13.8583,"Duran y More, Miss. Asuncion",0,867,2,1,1,1,SC/PARIS 2149,2,2
31,A24,0,50.4958,"Roebling, Mr. Washington Augustus II",0,868,1,0,0,0,PC 17590,1,1
32.25215146,,0,9.5,"van Melkebeke, Mr. Philemon",0,869,3,0,0,0,345777,1,1
4,,0,11.1333,"Johnson, Master. Harold Theodor",1,870,3,0,1,1,347742,3,4
26,,0,7.8958,"Balkic, Mr. Cerin",0,871,3,0,0,0,349248,1,1
47,D35,0,52.5542,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,872,1,1,1,1,11751,3,3
33,B51 B53 B55,0,5,"Carlsson, Mr. Frans Olof",0,873,1,0,0,0,695,1,1
47,,0,9,"Vander Cruyssen, Mr. Victor",0,874,3,0,0,0,345765,1,1
28,,1,24,"Abelson, Mrs. Samuel (Hannah Wizosky)",0,875,2,1,1,1,P/PP 3381,2,3
15,,1,7.225,"Najib, Miss. Adele Kiamie ""Jane""",0,876,3,1,0,1,2667,1,2
20,,0,9.8458,"Gustafsson, Mr. Alfred Ossian",0,877,3,0,0,0,7534,1,1
19,,0,7.8958,"Petroff, Mr. Nedelio",0,878,3,0,0,0,349212,1,1
32.25215146,,0,7.8958,"Laleff, Mr. Kristo",0,879,3,0,0,0,349217,1,1
56,C50,1,83.1583,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,880,1,1,0,1,11767,2,3
25,,0,26,"Shelley, Mrs. William (Imanita Parrish Hall)",1,881,2,1,0,1,230433,2,3
33,,0,7.8958,"Markun, Mr. Johann",0,882,3,0,0,0,349257,1,1
22,,0,10.5167,"Dahlberg, Miss. Gerda Ulrika",0,883,3,1,0,0,7552,1,2
28,,0,10.5,"Banfield, Mr. Frederick James",0,884,2,0,0,0,C.A./SOTON 34068,1,1
25,,0,7.05,"Sutehall, Mr. Henry Jr",0,885,3,0,0,0,SOTON/OQ 392076,1,1
39,,2,29.125,"Rice, Mrs. William (Margaret Norton)",5,886,3,1,0,0,382652,6,3
27,,0,13,"Montvila, Rev. Juozas",0,887,2,0,0,0,211536,1,6
19,B42,0,30,"Graham, Miss. Margaret Edith",0,888,1,1,0,1,112053,1,2
21.7742381,,0,23.45,"Johnston, Miss. Catherine Helen ""Carrie""",2,889,3,1,1,0,W./C. 6607,4,2
26,C148,1,30,"Behr, Mr. Karl Howell",0,890,1,0,0,1,111369,1,1
32,,2,7.75,"Dooley, Mr. Patrick",0,891,3,0,0,0,370376,1,1
